task	sentence	sentence_id	content	part_of_speech	word_idx
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	Toledo,	NNP	5
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	Ohio,	NNP	6
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	on	IN	7
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	August	NNP	8
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	2,	CD	9
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	1939,	CD	10
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	and	CC	11
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	studied	VBN	12
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	at	IN	13
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	Kenyon	NNP	14
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	College	NNP	15
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	and	CC	16
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	the	DT	17
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	University	NNP	18
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	of	IN	19
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	Toledo,	NNP	20
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	from	IN	21
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	where	WRB	22
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	he	PRP	23
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	graduated	VBD	24
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	in	IN	25
TSR	John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.	48	1962.	CD	26
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	Born	NNP	0
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	Anne	NNP	1
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	Mobley	NNP	2
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	in	IN	3
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	Omaha,	NNP	4
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	Nebraska,	NNP	5
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	she	PRP	6
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	attended	VBD	7
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	Bennington	NNP	8
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	College	NNP	9
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	and	CC	10
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	became	VBD	11
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	interested	JJ	12
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	in	IN	13
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	the	DT	14
TSR	Born Anne Mobley in Omaha, Nebraska, she attended Bennington College and became interested in the theatre.	49	theatre.	NN	15
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	At	IN	0
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	seventeen	NN	1
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	he	PRP	2
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	commenced	VBD	3
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	regular	JJ	4
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	medical	JJ	5
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	studies	NNS	6
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	at	IN	7
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	Charing	NNP	8
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	Cross	NNP	9
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	Hospital,	NNP	10
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	where	WRB	11
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	he	PRP	12
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	had	VBD	13
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	obtained	VBN	14
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	a	DT	15
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	scholarship,	NN	16
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	but	CC	17
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	was	VBD	18
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	kicked	VBN	19
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	out	RP	20
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	because	IN	21
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	he	PRP	22
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	had	VBD	23
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	gotten	VBN	24
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	a	DT	25
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	numberous	JJ	26
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	amount	NN	27
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	of	IN	28
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	newly	RB	29
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	hired	VBN	30
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	nurses	NNS	31
TSR	At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.	50	pregnant.	VBP	32
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	In	IN	0
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	1825	CD	1
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	Darwin	NNP	2
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	went	VBD	3
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	to	TO	4
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	Edinburgh	NNP	5
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	University	NNP	6
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	to	TO	7
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	study	VB	8
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	medicine,	NNS	9
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	but	CC	10
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	his	PRP$	11
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	revulsion	NN	12
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	at	IN	13
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	the	DT	14
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	brutality	NN	15
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	of	IN	16
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	surgery	NN	17
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	led	VBD	18
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	him	PRP	19
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	to	TO	20
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	neglect	VB	21
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	his	PRP$	22
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	medical	JJ	23
TSR	In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.	51	studies.	NN	24
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	When	WRB	0
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	he	PRP	1
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	went	VBD	2
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	to	TO	3
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	the	DT	4
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	nearby	JJ	5
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	Shrewsbury	NNP	6
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	School	NNP	7
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	the	DT	8
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	next	JJ	9
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	year,	NN	10
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	he	PRP	11
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	lived	VBD	12
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	there	RB	13
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	as	IN	14
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	a	DT	15
TSR	When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.	52	'boarder'.	NN	16
TSR	He was born into a family of Swedish nobility.	53	He	PRP	0
TSR	He was born into a family of Swedish nobility.	53	was	VBD	1
TSR	He was born into a family of Swedish nobility.	53	born	VBN	2
TSR	He was born into a family of Swedish nobility.	53	into	IN	3
TSR	He was born into a family of Swedish nobility.	53	a	DT	4
TSR	He was born into a family of Swedish nobility.	53	family	NN	5
TSR	He was born into a family of Swedish nobility.	53	of	IN	6
TSR	He was born into a family of Swedish nobility.	53	Swedish	JJ	7
TSR	He was born into a family of Swedish nobility.	53	nobility.	NNS	8
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	In	IN	0
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	1827,	CD	1
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	his	PRP$	2
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	father,	NN	3
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	unhappy	JJ	4
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	that	IN	5
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	his	PRP$	6
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	younger	JJR	7
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	son	NN	8
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	would	MD	9
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	not	RB	10
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	become	VB	11
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	a	DT	12
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	physician,	NN	13
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	enrolled	VBD	14
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	him	PRP	15
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	in	IN	16
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	a	DT	17
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	Bachelor	NNP	18
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	of	IN	19
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	Arts	NNP	20
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	course	NN	21
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	at	IN	22
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	Christ's	NNP	23
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	College,	NNP	24
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	University	NNP	25
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	of	IN	26
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	Cambridge,	NNP	27
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	which	WDT	28
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	would	MD	29
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	qualify	VB	30
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	him	PRP	31
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	to	TO	32
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	be	VB	33
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	a	DT	34
TSR	In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.	54	clergyman.	NN	35
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	He	PRP	0
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	was	VBD	1
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	born	VBN	2
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	in	IN	3
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	Cambridge,	NNP	4
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	and	CC	5
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	educated	VBN	6
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	at	IN	7
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	Stowe	NNP	8
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	School	NNP	9
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	and	CC	10
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	Trinity	NNP	11
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	College,	NNP	12
TSR	He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.	55	Cambridge.	NNP	13
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	His	PRP$	0
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	long	JJ	1
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	academic	JJ	2
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	career	NN	3
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	included	VBD	4
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	37	CD	5
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	years	NNS	6
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	at	IN	7
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	the	DT	8
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	University	NNP	9
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	of	IN	10
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	Wales,	NNP	11
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	Swansea,	NNP	12
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	between	IN	13
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	1945	CD	14
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	and	CC	15
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	1982,	CD	16
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	and	CC	17
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	ten	VB	18
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	as	IN	19
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	vice-president	NN	20
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	of	IN	21
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	the	DT	22
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	University	NNP	23
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	College	NNP	24
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	of	IN	25
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	Wales,	NNP	26
TSR	His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.	56	Aberystwyth.	NNP	27
TSR	He was educated at Harrow, and in 1869 entered the 83rd Foot.	57	He	PRP	0
TSR	He was educated at Harrow, and in 1869 entered the 83rd Foot.	57	was	VBD	1
TSR	He was educated at Harrow, and in 1869 entered the 83rd Foot.	57	educated	VBN	2
